epoch,pauc,auc,f1,acc,loss,split,time,fold
1,0.08972148172875333,0.8214503302789498,0.41199478487614083,0.8875451938661015,0.28472750649108347,train,17.965702772140503,0
1,0.13706008979103798,0.9093937994820234,0.0374384236453202,0.9756401625651383,0.05873842458743279,val,51.08130121231079,0
2,0.11792208466741388,0.8846112024233773,0.5054466230936819,0.9150978680962474,0.22108294538852627,train,17.54216718673706,0
2,0.15549334427131195,0.931366155588425,0.025991792065663474,0.9644949759393622,0.0791071873944533,val,51.44939827919006,0
3,0.1407947275655838,0.9108038975967656,0.540222367560497,0.9123550679466401,0.21207008070091804,train,18.037391901016235,0
3,0.15069424130656767,0.9260646013831184,0.03310197544046983,0.9774228937591941,0.06791698719559251,val,51.775954484939575,0
4,0.14117751791875088,0.9158045339820388,0.5448179271708683,0.9189627228525121,0.20078977271382992,train,17.63602328300476,0
4,0.1546979045138447,0.9366472902168025,0.049225159525979945,0.9869972822699279,0.033673510530000846,val,51.998974561691284,0
5,0.14644073814057063,0.9228133180391285,0.5870646766169154,0.9172173045754893,0.2022594798783568,train,17.681930780410767,0
5,0.11705328002419231,0.8854494146306917,0.03849114703618168,0.9844291520183509,0.048833442684097596,val,52.01959419250488,0
6,0.1513877439114848,0.9331128717160014,0.6228679722046747,0.9255703777583842,0.18663582191719888,train,17.689537525177002,0
6,0.1548015257637529,0.9310863587664566,0.044226044226044224,0.985451417458299,0.04492387079090667,val,52.08629894256592,0
7,0.1595854289328556,0.9442667772532417,0.6391752577319587,0.9301832689190874,0.17096932978545415,train,17.680000066757202,0
7,0.15936520397131596,0.9438446238738238,0.03501945525291829,0.9690827037674221,0.08129279726433984,val,52.088582277297974,0
8,0.15788844529484458,0.9407362420611852,0.6140012845215157,0.925071686822092,0.17576819997985524,train,17.70620584487915,0
8,0.15006078065339076,0.933841218990401,0.027696404793608524,0.9544842546188944,0.10364498116326812,val,52.03461670875549,0
9,0.16543121026748225,0.9524829874855063,0.6754057428214731,0.9351701782820098,0.16033640347398845,train,17.688429594039917,0
9,0.1430293155438843,0.9259456492445,0.027418520434557683,0.9531253895828659,0.10788440376789495,val,52.138155460357666,0
10,0.16099016962818244,0.9467247871283008,0.6610389610389611,0.9349208328138636,0.1651101492850033,train,17.710280656814575,0
10,0.15854462868700983,0.9399816774812095,0.039403620873269436,0.9775101603211409,0.05654635301219623,val,52.21419405937195,0
11,0.16811795994751977,0.9569257349316413,0.6836795252225519,0.93354943273906,0.15579600780439187,train,17.716577529907227,0
11,0.13051911588417817,0.8996136324336781,0.04265997490589712,0.9904879447477997,0.028323950171870813,val,52.005226135253906,0
12,0.1711531307640637,0.9599253202279177,0.7087719298245614,0.937912978431617,0.15368740905031145,train,17.712323665618896,0
12,0.14245737291770955,0.921203607653063,0.03871625063678044,0.9764754282294861,0.055742349627526534,val,52.205310344696045,0
1,0.07566601202687989,0.7822618894971528,0.3452631578947368,0.8836803391098367,0.3034221535141858,train,17.65495467185974,1
1,0.08242293517332824,0.8242474304258317,0.026299311208515967,0.9806138732359247,0.09832941132553152,val,52.2398579120636,1
2,0.11803856111186807,0.8736795917440419,0.43407407407407406,0.9047500311681835,0.238450122680274,train,17.712973833084106,1
2,0.12493227689773471,0.8943070037174912,0.03019213174748399,0.9735700393956016,0.09147983365277632,val,52.215866565704346,1
3,0.12818400618307113,0.8964390673133076,0.5251700680272109,0.9129784316170053,0.2230725814025043,train,17.771270275115967,1
3,0.13384120060437227,0.9029775766616559,0.033877038895859475,0.9808008776741635,0.06173931309209668,val,52.25150942802429,1
4,0.14191358544432697,0.9163600804790774,0.55858310626703,0.9192120683206583,0.20168021476745185,train,17.794252157211304,1
4,0.11510684347308,0.8892720078483924,0.04483586869495596,0.9851269136787513,0.043345158873236485,val,52.336764097213745,1
