epoch,pauc,auc,f1,acc,loss,split,time,fold
1,0.10498171774773937,0.8517658993660794,0.41877521085441877,0.9011968582471014,0.2595454979716879,train,68.52911496162415,0
1,0.1368517452823079,0.9091683738351319,0.02540272614622057,0.9607799137307702,0.1075012561734495,val,102.8288345336914,0
2,0.1407791206830027,0.9125446325894255,0.5242126650863529,0.9124174043136766,0.21029167241661903,train,68.59911346435547,0
2,0.1310725512430093,0.9022592641270655,0.02346249555634554,0.9657541077617373,0.10228241267985588,val,104.51117491722107,0
3,0.15399203760454078,0.9310563299736537,0.5787401574803149,0.9199601047250966,0.19003352585210906,train,68.5908317565918,0
3,0.15960239518396171,0.9306008266039213,0.03838771593090211,0.981262622484853,0.052712531453881904,val,102.6700963973999,0
4,0.1553584971189242,0.9367940103007304,0.6191536748329621,0.9253833686572747,0.18233142488633303,train,68.61040616035461,0
4,0.1613647343210466,0.9396752217671394,0.05788423153692615,0.9882314807888897,0.036780684078982225,val,102.94531655311584,0
5,0.1633203174102928,0.9471067178856952,0.6367684478371501,0.9288118688442838,0.17019912290879274,train,68.58944988250732,0
5,0.1495070535863178,0.9301707190073362,0.0548159749412686,0.9849527513900317,0.0454635692808327,val,103.27444887161255,0
6,0.1648989106800947,0.9504160092473972,0.6654814814814815,0.9296222416157587,0.16790235247000448,train,68.61779689788818,0
6,0.14947671592916603,0.9296576366219602,0.05303558967201675,0.983082753634029,0.05144372134912897,val,103.29351210594177,0
7,0.17141848091838618,0.9605364817443103,0.7031823745410036,0.9395337239745668,0.14868701936278989,train,68.71850490570068,0
7,0.15760286483423105,0.9385484176529512,0.032679738562091505,0.9667888398533921,0.07322408374794284,val,103.50191617012024,0
8,0.17387593125354417,0.9637820867602139,0.7130071599045346,0.940032414910859,0.14373193250247807,train,68.67078280448914,0
8,0.16290931325559524,0.9477945155285211,0.046511627906976744,0.9780212930411151,0.05276808106490635,val,103.31576371192932,0
