epoch,pauc,auc,f1,acc,loss,split,time,fold
1,0.11265158523708795,0.8744844579190421,0.4885662431941924,0.9121680588455304,0.23365726275106097,train,30.850648403167725,0
1,0.16953035483746537,0.9593560656031018,0.06770833333333333,0.9866103152934136,0.04664368784946249,val,69.05898022651672,0
2,0.1548339617828901,0.9388430484807787,0.636762860727729,0.9278144869716993,0.17776228863771276,train,30.590003490447998,0
2,0.1624270742610024,0.9491576447113422,0.09032258064516129,0.9929685454613457,0.024609409450804323,val,68.60146594047546,0
3,0.16355188997100872,0.9507368277253236,0.6618181818181819,0.9362298965216307,0.15757134733294448,train,31.339816570281982,0
3,0.16247334416151643,0.9509785395177363,0.076158940397351,0.9860866963384074,0.038620990257674986,val,70.18943357467651,0
4,0.16664037122028802,0.9563114658047265,0.6912585244885306,0.937912978431617,0.15210627514262207,train,30.846220016479492,0
4,0.14578950387970274,0.9254879570226364,0.05739514348785872,0.9893530812482079,0.02964552877273673,val,69.40782380104065,0
5,0.1727057505775444,0.9648928869282755,0.735876959479444,0.9443336242363795,0.1406258875291116,train,31.052321195602417,0
5,0.13401250956595753,0.9171642369161526,0.10909090909090909,0.9951128897532757,0.023440949561995116,val,69.38307428359985,0
6,0.17500299786519585,0.9671836863306096,0.7380732533087103,0.9469517516519137,0.1347208079126323,train,31.05004858970642,0
6,0.14070944155552434,0.9258759435089083,0.0688836104513064,0.9902257795065514,0.02698400785413377,val,69.91510820388794,0
1,0.13104071346609145,0.9066801304987064,0.572120373573158,0.9228899139758134,0.20535354252618854,train,31.249245405197144,1
1,0.1300336684238357,0.9074282980448619,0.053237410071942444,0.9835942954024135,0.054030016778709354,val,71.96973872184753,1
2,0.15867936581563613,0.9447371543042001,0.6565489937314418,0.9351078419149732,0.16603840512629015,train,31.344151973724365,1
2,0.13227949798520197,0.9091162298101093,0.08782435129740519,0.9943028822180113,0.030788563706500495,val,71.0288872718811,1
3,0.1691917155353244,0.9595776127568536,0.7111394829237153,0.9435855878319411,0.14446575519310928,train,31.42564344406128,1
3,0.12362306099843946,0.9050124348992691,0.04559585492227979,0.9770370000997307,0.059686621674491146,val,71.75447702407837,1
4,0.17592341781639212,0.9682969375579045,0.7348721147847785,0.9470140880189503,0.13069564694111893,train,31.553117752075195,1
4,0.13239230742745606,0.908926860900981,0.058767772511848344,0.9876209235065324,0.03225812284572618,val,73.45149970054626,1
5,0.17764156156533184,0.9710506263088867,0.7608695652173914,0.9492581972322653,0.1281270110755572,train,32.028133153915405,1
5,0.10297533964242275,0.8819420544669788,0.04350025290844714,0.9764261493966291,0.06094267410495601,val,73.15314817428589,1
6,0.18199715806179564,0.9765395076251039,0.7773722627737226,0.9543697793292607,0.11468638673582406,train,31.821334838867188,1
6,0.12970541895785,0.9053839557999885,0.04643799472295514,0.9774733220305176,0.055637063902911656,val,72.11696338653564,1
7,0.18429009801992569,0.9801418116361692,0.7992047713717694,0.9559281885051739,0.10961904499500927,train,32.10972619056702,1
7,0.12237958610677216,0.8959577593816546,0.046275395033860044,0.9789318839134338,0.050143483576628074,val,72.50107431411743,1
8,0.1876189018561551,0.9845696467337933,0.8203125,0.9627228525121556,0.09530805654272868,train,31.66690945625305,1
8,0.09715775234515987,0.8655040212514165,0.04533678756476684,0.9816246135434328,0.04325697559488365,val,73.46266627311707,1
9,0.1885159294319469,0.9861962954553687,0.8410438908659549,0.9665877072684204,0.08925328128691354,train,32.36119318008423,1
9,0.11765064074951292,0.8880247131312866,0.07604562737642585,0.9909120374987533,0.026628113666797036,val,75.5156090259552,1
1,0.11819924464757929,0.8893076287487868,0.5396188565697091,0.9141628225906994,0.2242039981669786,train,31.91614317893982,2
1,0.15115556285111897,0.9367929023127256,0.065,0.9953372978768498,0.03290682112922612,val,73.46086931228638,2
2,0.15205764040216868,0.9364955629716117,0.6423589093214965,0.9296845779827951,0.1787673131687366,train,31.585649490356445,2
2,0.16489448471403467,0.9524970825745788,0.05162876459741856,0.9807632369625113,0.056012048492064724,val,73.37333679199219,2
3,0.16330478291776998,0.9505293454274275,0.6735849056603773,0.9352948510160828,0.16201368780357267,train,31.68743896484375,2
3,0.1572271995243804,0.9446677910793817,0.051347881899871634,0.9815735996309733,0.048276398229695615,val,71.94375228881836,2
4,0.16701381244407623,0.9568127455633287,0.7052569403425871,0.9377883056975439,0.15361028794828088,train,31.327054262161255,2
4,0.15734018476334372,0.9409001765334363,0.04970568999345978,0.9818852775803817,0.0650316230438767,val,72.91884851455688,2
5,0.17413584920579311,0.966203773613743,0.745942755975214,0.9463283879815484,0.13886463054826678,train,31.609686374664307,2
5,0.14587824664572066,0.9290109679836759,0.03896103896103896,0.972322998092531,0.07399479235029198,val,71.28417825698853,2
6,0.17966090782924524,0.9733858906964762,0.7615037593984962,0.9505672609400324,0.12175560388571859,train,31.421773672103882,2
6,0.16917944430205292,0.9555624991400515,0.03399048266485384,0.9645684507112491,0.07751203649502407,val,72.83472204208374,2
7,0.18144836520295543,0.9762257676080844,0.7792447037150753,0.9551801521007356,0.11472427863667153,train,31.89120316505432,2
7,0.1616061054906474,0.9453839082269316,0.06766917293233082,0.9876326189674733,0.03431078257764221,val,73.48169112205505,2
8,0.1850303323926596,0.9804133710393547,0.8011049723756906,0.955117815733699,0.11160848966230862,train,31.87812089920044,2
8,0.16129098834725725,0.9464776027802496,0.09358752166377816,0.9934796972983755,0.019430175166400162,val,73.38778686523438,2
9,0.1856896265084772,0.9818763347025677,0.801219512195122,0.959356688692183,0.09979640052640117,train,31.577218532562256,2
9,0.15946412166695936,0.9432659549652549,0.07792207792207792,0.9955741731184002,0.013188703817864645,val,73.05963945388794,2
10,0.18842687839747957,0.9857207541990431,0.8405564472980204,0.9628475252462286,0.09400099117806669,train,31.210704803466797,2
10,0.16383854790129354,0.9416761301003749,0.052093023255813956,0.9872960067821122,0.031168495009836303,val,71.1513032913208,2
11,0.19083266512142033,0.9881914191379496,0.8528649582493522,0.9681461164443336,0.08318840723443134,train,31.18117880821228,2
11,0.15966698952734668,0.9434773023182293,0.06237816764132553,0.9880066325067635,0.029494742229740793,val,71.1685209274292,2
1,0.1124797965676731,0.8763532840032533,0.506638714185884,0.9119810497444208,0.2370130342059883,train,30.925899028778076,3
1,0.14179580293915206,0.915378023779057,0.026881720430107527,0.968408323047961,0.07712597126729798,val,70.26869010925293,3
2,0.15383108536966558,0.9375046890152331,0.6386503067484662,0.9265677596309687,0.18213555211914667,train,30.988648653030396,3
2,0.14783128177609847,0.9278535972407411,0.035023041474654376,0.9738938549575494,0.07260917773000912,val,70.17286396026611,3
3,0.16522213457949966,0.9556121240980828,0.710847139731166,0.9423388604912105,0.15105725790646796,train,30.946259260177612,3
3,0.127274815875018,0.9106984638039259,0.026459143968871595,0.9532109062348058,0.11352290025956813,val,70.16017055511475,3
4,0.17039805349390835,0.9597799916614683,0.6982680036463081,0.9380999875327266,0.14897952536201617,train,31.03211998939514,3
4,0.1409200473443669,0.9175105361695156,0.0325678496868476,0.9711136876488262,0.07271843576973377,val,69.91667175292969,3
5,0.1744093671715512,0.9675019234412484,0.7576374745417516,0.9480738062585713,0.13395842648817127,train,31.021399974822998,3
5,0.1500900906089779,0.9347034273469076,0.04990870359099209,0.9805388288389373,0.055970954194194546,val,69.8407392501831,3
6,0.18010423396973008,0.9739845266767648,0.7766048502139801,0.9511906246103977,0.12223899558777153,train,30.977073907852173,3
6,0.12763732218264054,0.9093894221369794,0.07104413347685684,0.9892408771864208,0.03532720447805361,val,69.79101848602295,3
7,0.18146857521766702,0.9770308111135823,0.7817227539364001,0.9559281885051739,0.11090629882326083,train,30.999064922332764,3
